x,y,Celltype,Celltype_asNumeric
14860.0,13555.0,Epithelium (imm),3
14927.0,13556.0,Epithelium (imm),3
15166.0,13557.0,Epithelium (imm),3
14538.0,13561.0,Epithelium (imm),3
15145.0,13563.0,Epithelium (imm),3
14560.0,13563.0,Epithelium (imm),3
15065.0,13565.0,Epithelium (imm),3
14741.0,13565.0,Epithelium (imm),3
14506.0,13566.0,Epithelium (imm),3
14549.0,13567.0,Epithelium (imm),3
14982.0,13568.0,Epithelium (imm),3
15194.0,13568.0,Epithelium (imm),3
15084.0,13568.0,Epithelium (imm),3
14887.0,13564.0,Epithelium (imm),3
14563.0,13567.0,Epithelium (imm),3
14723.0,13569.0,Epithelium (imm),3
15118.0,13568.0,Epithelium (imm),3
14705.0,13569.0,Epithelium (imm),3
14835.0,13566.0,Epithelium (imm),3
14797.0,13573.0,Epithelium (imm),3
14812.0,13571.0,Epithelium (imm),3
14906.0,13570.0,Epithelium (imm),3
15244.0,13571.0,Epithelium (imm),3
15223.0,13572.0,Epithelium (imm),3
14959.0,13573.0,Epithelium (imm),3
14546.0,13578.0,Epithelium (imm),3
14530.0,13576.0,Epithelium (imm),3
14560.0,13579.0,Epithelium (imm),3
14779.0,13577.0,Epithelium (imm),3
14874.0,13575.0,Epithelium (imm),3
14938.0,13574.0,Epithelium (imm),3
14755.0,13578.0,Epithelium (imm),3
14799.0,13581.0,Epithelium (imm),3
15072.0,13579.0,Epithelium (imm),3
15110.0,13577.0,Epithelium (imm),3
15254.0,13575.0,Epithelium (imm),3
15095.0,13576.0,Epithelium (imm),3
14519.0,13584.0,Epithelium (imm),3
15235.0,13580.0,Epithelium (imm),3
15276.0,13581.0,Epithelium (imm),3
14554.0,13586.0,Epithelium (imm),3
15140.0,13583.0,Epithelium (imm),3
14503.0,13585.0,Epithelium (imm),3
14738.0,13588.0,Epithelium (imm),3
14761.0,13590.0,Epithelium (imm),3
14843.0,13585.0,Epithelium (imm),3
14860.0,13583.0,Epithelium (imm),3
14873.0,13588.0,Epithelium (imm),3
15075.0,13591.0,Epithelium (imm),3
14951.0,13587.0,Epithelium (imm),3
14573.0,13588.0,Epithelium (imm),3
14780.0,13593.0,Epithelium (imm),3
14524.0,13589.0,Epithelium (imm),3
14816.0,13589.0,Epithelium (imm),3
15149.0,13587.0,Epithelium (imm),3
15219.0,13592.0,Epithelium (imm),3
15189.0,13588.0,Epithelium (imm),3
14686.0,13589.0,Epithelium (imm),3
14805.0,13596.0,Epithelium (imm),3
15059.0,13589.0,Epithelium (imm),3
15095.0,13594.0,Epithelium (imm),3
15175.0,13589.0,Epithelium (imm),3
14666.0,13590.0,Epithelium (imm),3
14576.0,13592.0,Epithelium (imm),3
15235.0,13596.0,Epithelium (imm),3
14703.0,13596.0,Epithelium (imm),3
14857.0,13601.0,Epithelium (imm),3
15097.0,13606.0,Epithelium (imm),3
15109.0,13604.0,Epithelium (imm),3
15169.0,13604.0,Epithelium (imm),3
15066.0,13604.0,Epithelium (imm),3
15121.0,13601.0,Epithelium (imm),3
14517.0,13604.0,Epithelium (imm),3
14563.0,13610.0,Epithelium (imm),3
14568.0,13609.0,Epithelium (imm),3
15227.0,13610.0,Epithelium (imm),3
14809.0,13610.0,Epithelium (imm),3
14761.0,13614.0,Epithelium (imm),3
14545.0,13608.0,Epithelium (imm),3
14672.0,13614.0,Epithelium (imm),3
15197.0,13614.0,Epithelium (imm),3
15263.0,13608.0,Epithelium (imm),3
14776.0,13612.0,Epithelium (imm),3
15160.0,13615.0,Epithelium (imm),3
15125.0,13611.0,Epithelium (imm),3
15194.0,13614.0,Epithelium (imm),3
15182.0,13618.0,Epithelium (imm),3
14836.0,13614.0,Epithelium (imm),3
15271.0,13618.0,Epithelium (imm),3
14500.0,13619.0,Epithelium (imm),3
14535.0,13616.0,Epithelium (imm),3
14792.0,13619.0,Epithelium (imm),3
15252.0,13617.0,Epithelium (imm),3
14567.0,13623.0,Epithelium (imm),3
14703.0,13619.0,Epithelium (imm),3
15088.0,13618.0,Epithelium (imm),3
14520.0,13622.0,Epithelium (imm),3
14742.0,13621.0,Epithelium (imm),3
15234.0,13626.0,Epithelium (imm),3
14550.0,13629.0,Epithelium (imm),3
14669.0,13626.0,Epithelium (imm),3
14543.0,13631.0,Epithelium (imm),3
14766.0,13628.0,Epithelium (imm),3
14803.0,13626.0,Epithelium (imm),3
15129.0,13631.0,Epithelium (imm),3
15144.0,13630.0,Epithelium (imm),3
14566.0,13633.0,Epithelium (imm),3
14701.0,13634.0,Epithelium (imm),3
15108.0,13628.0,Epithelium (imm),3
15153.0,13628.0,Epithelium (imm),3
15171.0,13633.0,Epithelium (imm),3
14500.0,13634.0,Epithelium (imm),3
14739.0,13632.0,Epithelium (imm),3
15201.0,13628.0,Epithelium (imm),3
15217.0,13628.0,Epithelium (imm),3
14823.0,13631.0,Epithelium (imm),3
14844.0,13634.0,Epithelium (imm),3
14724.0,13638.0,Epithelium (imm),3
14796.0,13641.0,Epithelium (imm),3
15106.0,13639.0,Epithelium (imm),3
15238.0,13640.0,Epithelium (imm),3
15256.0,13640.0,Epithelium (imm),3
15080.0,13637.0,Epithelium (imm),3
15126.0,13641.0,Epithelium (imm),3
15144.0,13643.0,Epithelium (imm),3
15154.0,13646.0,Epithelium (imm),3
15216.0,13642.0,Epithelium (imm),3
14678.0,13643.0,Epithelium (imm),3
14510.0,13642.0,Epithelium (imm),3
14708.0,13648.0,Epithelium (imm),3
14770.0,13647.0,Epithelium (imm),3
14828.0,13649.0,Epithelium (imm),3
15207.0,13647.0,Epithelium (imm),3
14759.0,13646.0,Epithelium (imm),3
14784.0,13643.0,Epithelium (imm),3
15169.0,13648.0,Epithelium (imm),3
14660.0,13645.0,Epithelium (imm),3
15179.0,13649.0,Epithelium (imm),3
15190.0,13645.0,Epithelium (imm),3
14744.0,13653.0,Epithelium (imm),3
15240.0,13655.0,Epithelium (imm),3
14874.0,13650.0,Epithelium (imm),3
14964.0,13651.0,Epithelium (imm),3
14726.0,13656.0,Epithelium (imm),3
14837.0,13657.0,Epithelium (imm),3
14989.0,13655.0,Epithelium (imm),3
15125.0,13658.0,Epithelium (imm),3
15165.0,13658.0,Epithelium (imm),3
14513.0,13662.0,Epithelium (imm),3
14571.0,13655.0,Epithelium (imm),3
14771.0,13661.0,Epithelium (imm),3
15206.0,13659.0,Epithelium (imm),3
14796.0,13664.0,Epithelium (imm),3
15268.0,13663.0,Epithelium (imm),3
15089.0,13659.0,Epithelium (imm),3
15245.0,13663.0,Epithelium (imm),3
14735.0,13665.0,Epithelium (imm),3
14839.0,13668.0,Epithelium (imm),3
14659.0,13666.0,Epithelium (imm),3
14827.0,13664.0,Epithelium (imm),3
15186.0,13666.0,Epithelium (imm),3
15223.0,13671.0,Epithelium (imm),3
14802.0,13668.0,Epithelium (imm),3
14595.0,13672.0,Epithelium (imm),3
14713.0,13666.0,Epithelium (imm),3
14840.0,13673.0,Epithelium (imm),3
14560.0,13667.0,Epithelium (imm),3
14970.0,13672.0,Epithelium (imm),3
15118.0,13669.0,Epithelium (imm),3
15137.0,13673.0,Epithelium (imm),3
15254.0,13673.0,Epithelium (imm),3
14856.0,13668.0,Epithelium (imm),3
15212.0,13672.0,Epithelium (imm),3
14686.0,13673.0,Epithelium (imm),3
14833.0,13676.0,Epithelium (imm),3
14953.0,13670.0,Epithelium (imm),3
15148.0,13674.0,Epithelium (imm),3
15171.0,13672.0,Epithelium (imm),3
14623.0,13672.0,Epithelium (imm),3
14688.0,13677.0,Epithelium (imm),3
15273.0,13679.0,Epithelium (imm),3
14704.0,13678.0,Epithelium (imm),3
14569.0,13683.0,Epithelium (imm),3
14831.0,13685.0,Epithelium (imm),3
14654.0,13682.0,Epithelium (imm),3
14821.0,13685.0,Epithelium (imm),3
14761.0,13681.0,Epithelium (imm),3
14932.0,13680.0,Epithelium (imm),3
14589.0,13682.0,Epithelium (imm),3
14677.0,13685.0,Epithelium (imm),3
14689.0,13687.0,Epithelium (imm),3
15101.0,13682.0,Epithelium (imm),3
15183.0,13684.0,Epithelium (imm),3
15196.0,13686.0,Epithelium (imm),3
15127.0,13687.0,Epithelium (imm),3
15210.0,13687.0,Epithelium (imm),3
15257.0,13689.0,Epithelium (imm),3
14572.0,13692.0,Epithelium (imm),3
14794.0,13687.0,Epithelium (imm),3
15149.0,13690.0,Epithelium (imm),3
15165.0,13690.0,Epithelium (imm),3
15172.0,13691.0,Epithelium (imm),3
14558.0,13692.0,Epithelium (imm),3
14858.0,13691.0,Epithelium (imm),3
14661.0,13697.0,Epithelium (imm),3
14807.0,13695.0,Epithelium (imm),3
14844.0,13690.0,Epithelium (imm),3
14673.0,13697.0,Epithelium (imm),3
15180.0,13697.0,Epithelium (imm),3
15244.0,13692.0,Epithelium (imm),3
14649.0,13696.0,Epithelium (imm),3
14690.0,13697.0,Epithelium (imm),3
14785.0,13694.0,Epithelium (imm),3
14947.0,13695.0,Epithelium (imm),3
14585.0,13699.0,Epithelium (imm),3
15028.0,13698.0,Epithelium (imm),3
14826.0,13699.0,Epithelium (imm),3
14885.0,13697.0,Epithelium (imm),3
14706.0,13702.0,Epithelium (imm),3
14810.0,13704.0,Epithelium (imm),3
14846.0,13708.0,Epithelium (imm),3
14782.0,13709.0,Epithelium (imm),3
14801.0,13708.0,Epithelium (imm),3
15083.0,13702.0,Epithelium (imm),3
15227.0,13705.0,Epithelium (imm),3
14538.0,13704.0,Epithelium (imm),3
14558.0,13707.0,Epithelium (imm),3
14815.0,13710.0,Epithelium (imm),3
15245.0,13707.0,Epithelium (imm),3
14657.0,13711.0,Epithelium (imm),3
14901.0,13709.0,Epithelium (imm),3
14672.0,13711.0,Epithelium (imm),3
14693.0,13713.0,Epithelium (imm),3
15027.0,13714.0,Epithelium (imm),3
15107.0,13715.0,Epithelium (imm),3
15177.0,13709.0,Epithelium (imm),3
14697.0,13714.0,Epithelium (imm),3
14734.0,13709.0,Epithelium (imm),3
15219.0,13711.0,Epithelium (imm),3
14969.0,13714.0,Epithelium (imm),3
14860.0,13715.0,Epithelium (imm),3
15006.0,13716.0,Epithelium (imm),3
14653.0,13719.0,Epithelium (imm),3
15155.0,13719.0,Epithelium (imm),3
15128.0,13721.0,Epithelium (imm),3
14593.0,13725.0,Epithelium (imm),3
14861.0,13731.0,Epithelium (imm),3
14794.0,13729.0,Epithelium (imm),3
14897.0,13727.0,Epithelium (imm),3
15163.0,13726.0,Epithelium (imm),3
14562.0,13733.0,Epithelium (imm),3
14544.0,13730.0,Epithelium (imm),3
14950.0,13727.0,Epithelium (imm),3
14618.0,13728.0,Epithelium (imm),3
15190.0,13735.0,Epithelium (imm),3
15198.0,13737.0,Epithelium (imm),3
14592.0,13739.0,Epithelium (imm),3
14805.0,13733.0,Epithelium (imm),3
14856.0,13737.0,Epithelium (imm),3
15115.0,13732.0,Epithelium (imm),3
14822.0,13733.0,Epithelium (imm),3
14663.0,13740.0,Epithelium (imm),3
14759.0,13735.0,Epithelium (imm),3
15018.0,13735.0,Epithelium (imm),3
15151.0,13739.0,Epithelium (imm),3
14678.0,13739.0,Epithelium (imm),3
14722.0,13737.0,Epithelium (imm),3
14967.0,13738.0,Epithelium (imm),3
15071.0,13738.0,Epithelium (imm),3
14593.0,13746.0,Epithelium (imm),3
14918.0,13739.0,Epithelium (imm),3
15174.0,13744.0,Epithelium (imm),3
14993.0,13742.0,Epithelium (imm),3
15091.0,13743.0,Epithelium (imm),3
15148.0,13749.0,Epithelium (imm),3
15124.0,13752.0,Epithelium (imm),3
14542.0,13749.0,Epithelium (imm),3
14596.0,13752.0,Epithelium (imm),3
14850.0,13750.0,Epithelium (imm),3
14979.0,13747.0,Epithelium (imm),3
14998.0,13748.0,Epithelium (imm),3
14724.0,13756.0,Epithelium (imm),3
14622.0,13752.0,Epithelium (imm),3
14886.0,13750.0,Epithelium (imm),3
14952.0,13752.0,Epithelium (imm),3
15202.0,13754.0,Epithelium (imm),3
14566.0,13756.0,Epithelium (imm),3
14925.0,13759.0,Epithelium (imm),3
14640.0,13753.0,Epithelium (imm),3
15106.0,13754.0,Epithelium (imm),3
14819.0,13758.0,Epithelium (imm),3
14904.0,13755.0,Epithelium (imm),3
15047.0,13755.0,Epithelium (imm),3
14709.0,13756.0,Epithelium (imm),3
14978.0,13763.0,Epithelium (imm),3
15130.0,13764.0,Epithelium (imm),3
14599.0,13766.0,Epithelium (imm),3
14610.0,13767.0,Epithelium (imm),3
14964.0,13767.0,Epithelium (imm),3
15077.0,13763.0,Epithelium (imm),3
15189.0,13767.0,Epithelium (imm),3
15207.0,13766.0,Epithelium (imm),3
14680.0,13770.0,Epithelium (imm),3
15036.0,13764.0,Epithelium (imm),3
15088.0,13765.0,Epithelium (imm),3
14545.0,13767.0,Epithelium (imm),3
14631.0,13772.0,Epithelium (imm),3
14941.0,13767.0,Epithelium (imm),3
14853.0,13770.0,Epithelium (imm),3
15042.0,13771.0,Epithelium (imm),3
15132.0,13769.0,Epithelium (imm),3
14987.0,13773.0,Epithelium (imm),3
14999.0,13772.0,Epithelium (imm),3
14579.0,13777.0,Epithelium (imm),3
15026.0,13770.0,Epithelium (imm),3
14921.0,13775.0,Epithelium (imm),3
14837.0,13772.0,Epithelium (imm),3
15112.0,13776.0,Epithelium (imm),3
15188.0,13777.0,Epithelium (imm),3
14626.0,13779.0,Epithelium (imm),3
14894.0,13774.0,Epithelium (imm),3
15095.0,13780.0,Epithelium (imm),3
14544.0,13778.0,Epithelium (imm),3
14710.0,13777.0,Epithelium (imm),3
14608.0,13783.0,Epithelium (imm),3
15082.0,13781.0,Epithelium (imm),3
14590.0,13780.0,Epithelium (imm),3
15026.0,13786.0,Epithelium (imm),3
14634.0,13785.0,Epithelium (imm),3
15097.0,13788.0,Epithelium (imm),3
14842.0,13788.0,Epithelium (imm),3
15003.0,13791.0,Epithelium (imm),3
14592.0,13787.0,Epithelium (imm),3
14862.0,13788.0,Epithelium (imm),3
14894.0,13791.0,Epithelium (imm),3
15136.0,13794.0,Epithelium (imm),3
14675.0,13790.0,Epithelium (imm),3
15043.0,13791.0,Epithelium (imm),3
14650.0,13795.0,Epithelium (imm),3
15216.0,13792.0,Epithelium (imm),3
14844.0,13798.0,Epithelium (imm),3
15112.0,13795.0,Epithelium (imm),3
14732.0,13792.0,Epithelium (imm),3
14998.0,13796.0,Epithelium (imm),3
15066.0,13798.0,Epithelium (imm),3
15199.0,13802.0,Epithelium (imm),3
15028.0,13801.0,Epithelium (imm),3
14587.0,13804.0,Epithelium (imm),3
14902.0,13799.0,Epithelium (imm),3
15166.0,13797.0,Epithelium (imm),3
15094.0,13806.0,Epithelium (imm),3
15015.0,13805.0,Epithelium (imm),3
14832.0,13802.0,Epithelium (imm),3
15076.0,13805.0,Epithelium (imm),3
15113.0,13802.0,Epithelium (imm),3
14704.0,13803.0,Epithelium (imm),3
14849.0,13808.0,Epithelium (imm),3
14916.0,13805.0,Epithelium (imm),3
15000.0,13811.0,Epithelium (imm),3
14693.0,13812.0,Epithelium (imm),3
14524.0,13808.0,Epithelium (imm),3
14550.0,13812.0,Epithelium (imm),3
15090.0,13811.0,Epithelium (imm),3
15106.0,13815.0,Epithelium (imm),3
14883.0,13810.0,Epithelium (imm),3
14579.0,13812.0,Epithelium (imm),3
14622.0,13811.0,Epithelium (imm),3
15177.0,13812.0,Epithelium (imm),3
14837.0,13819.0,Epithelium (imm),3
15154.0,13815.0,Epithelium (imm),3
14957.0,13814.0,Epithelium (imm),3
15036.0,13821.0,Epithelium (imm),3
14857.0,13818.0,Epithelium (imm),3
15002.0,13823.0,Epithelium (imm),3
15021.0,13823.0,Epithelium (imm),3
14939.0,13818.0,Epithelium (imm),3
15137.0,13820.0,Epithelium (imm),3
15060.0,13820.0,Epithelium (imm),3
14551.0,13828.0,Epithelium (imm),3
14711.0,13824.0,Epithelium (imm),3
15111.0,13829.0,Epithelium (imm),3
